Mã tài sản,Tên tài sản,Ngày vào sổ,Ngày sử dụng,Đơn vị sử dụng,Số lượng TS con,Số lượng Phụ lục ts,Ghi chú,Tài khoản tài sản,Dự án,Mô hình tài sản,Nguyên giá tài sản,Giá trị Khấu hao ban đầu,Kỳ khấu hao ban đầu,GTCL ban đầu,Giá trị Khấu hao phát sinh,Kỳ khấu hao phát sinh,Giá trị khấu hao còn lại,Kỳ khấu hao còn lại
A.3.KDT.5.0004,"A.3.KDT.5.0004 - Khởi động từ PN, Udm=660/380V, Idm=200A QBZ-200 ",2010-12-20,2010-12-20,Phòng CV,"0,00","0,00",,2112,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2112-Máy móc, thiết bị","59.851.914,00","59.851.914,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.5.0005,"A.3.KDT.5.0005 - Khởi động từ PN, Udm=660/380V, Idm=200A QBZ-200 ",2010-12-20,2010-12-20,Phòng CV,"0,00","0,00",,2112,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2112-Máy móc, thiết bị","59.851.914,00","59.851.914,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0001,"A.3.KDT.6.0001 - Khởi động từ phòng nổ Uđm=600v, Iđm=30A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","49.624.512,00","49.624.512,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0002,"A.3.KDT.6.0002 - Khởi động từ phòng nổ Uđm=600v, Iđm=30A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","49.624.512,00","49.624.512,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0003,"A.3.KDT.6.0003 - Khởi động từ phòng nổ Uđm=660V,Iđm=30A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","86.015.821,00","86.015.821,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0004,"A.3.KDT.6.0004 - Khởi động từ loại PN Uđm=600V, Iđm=30A, mã hiệu QBZ-30",2015-07-22,2015-07-22,Phân xưởng Cơ điện lò 1,"0,00","0,00",,2112,046 - Phục vụ SX 2015- Than Uông Bí,"2112-Máy móc, thiết bị","45.411.117,00","45.411.117,00","108,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0005,"A.3.KDT.6.0005 - Khởi động từ loại PN Uđm=600V, Iđm=30A, mã hiệu QBZ-30",2015-07-22,2015-07-22,Phân xưởng Cơ điện lò 1,"0,00","0,00",,2112,046 - Phục vụ SX 2015- Than Uông Bí,"2112-Máy móc, thiết bị","45.411.116,00","45.411.116,00","108,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0006,"A.3.KDT.6.0006 - Khởi động từ loại PN Uđm=600V, Iđm=30A, mã hiệu QBZ-30",2015-07-22,2015-07-22,Phòng CV,"0,00","0,00",,2112,046 - Phục vụ SX 2015- Than Uông Bí,"2112-Máy móc, thiết bị","45.411.116,00","45.411.116,00","108,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0007,"A.3.KDT.6.0007 - Khởi động từ loại PN Uđm=600V, Iđm=30A, mã hiệu QBZ-30",2015-07-22,2015-07-22,Phòng CV,"0,00","0,00",,2112,046 - Phục vụ SX 2015- Than Uông Bí,"2112-Máy móc, thiết bị","45.411.116,00","45.411.116,00","108,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.6.0008,"A.3.KDT.6.0008 - Khởi động từ loại PN Uđm=600V, Iđm=30A, mã hiệu QBZ-30",2015-07-22,2015-07-22,Phòng CV,"0,00","0,00",,2112,046 - Phục vụ SX 2015- Than Uông Bí,"2112-Máy móc, thiết bị","45.411.116,00","45.411.116,00","108,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0001,"A.3.KDT.7.0001 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.341,00","46.419.341,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0002,"A.3.KDT.7.0002 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.341,00","46.419.341,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0003,"A.3.KDT.7.0003 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.341,00","46.419.341,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0004,"A.3.KDT.7.0004 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.341,00","46.419.341,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0005,"A.3.KDT.7.0005 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.340,00","46.419.340,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0006,"A.3.KDT.7.0006 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.340,00","46.419.340,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0007,"A.3.KDT.7.0007 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.340,00","46.419.340,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0008,"A.3.KDT.7.0008 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.340,00","46.419.340,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.7.0009,"A.3.KDT.7.0009 - Khởi động từ phòng nổ Uđm=660V,Iđm=60A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","46.419.340,00","46.419.340,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0001,"A.3.KDT.8.0001 - Khởi động từ phòng nổ Uđm=660V,Iđm=80A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","38.898.061,00","38.898.061,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0002,"A.3.KDT.8.0002 - Khởi động từ phòng nổ Uđm=660V,Iđm=80A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","38.898.062,00","38.898.062,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0003,"A.3.KDT.8.0003 - Khởi động từ phòng nổ Uđm=660V,Iđm=80A",2009-12-18,2009-12-18,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","38.898.062,00","38.898.062,00","72,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0004,"A.3.KDT.8.0004 - Khởi động từ trọn bộ di động phòng nổ 0,6KV-80A ký hiệu QBZ-80",2009-06-09,2009-06-09,Phòng CV,"0,00","0,00",,2112,024 - TSCĐ nhận bàn giao khu Đông Tràng Bạch,"2112-Máy móc, thiết bị","42.979.114,00","42.979.114,00","96,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0008,A.3.KDT.8.0008 - Khởi động từ phòng nổ QBZ-80/660,2012-09-13,2012-09-13,Phân xưởng khai thác đào lò 6,"0,00","0,00",,2112,133 - Dự án duy trì sản xuất 2012-HBO,"2112-Máy móc, thiết bị","42.658.158,00","42.658.158,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0009,A.3.KDT.8.0009 - Khởi động từ phòng nổ QBZ-80/660,2012-09-13,2012-09-13,Phân xưởng khai thác đào lò 6,"0,00","0,00",,2112,133 - Dự án duy trì sản xuất 2012-HBO,"2112-Máy móc, thiết bị","42.658.158,00","42.658.158,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0010,A.3.KDT.8.0010 - Khởi động từ phòng nổ QBZ-80/660,2012-09-13,2012-09-13,Phòng CV,"0,00","0,00",,2112,133 - Dự án duy trì sản xuất 2012-HBO,"2112-Máy móc, thiết bị","42.658.156,00","42.658.156,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0011,"A.3.KDT.8.0011 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.664,00","59.557.664,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0012,"A.3.KDT.8.0012 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0013,"A.3.KDT.8.0013 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0014,"A.3.KDT.8.0014 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0015,"A.3.KDT.8.0015 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0016,"A.3.KDT.8.0016 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0017,"A.3.KDT.8.0017 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0018,"A.3.KDT.8.0018 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0019,"A.3.KDT.8.0019 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0020,"A.3.KDT.8.0020 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0021,"A.3.KDT.8.0021 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0022,"A.3.KDT.8.0022 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0023,"A.3.KDT.8.0023 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0024,"A.3.KDT.8.0024 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.8.0025,"A.3.KDT.8.0025 - Khời động từ phòng nổ Udm = 660, Tdm =80A, Model: QBZ-80/660(380)",2012-03-17,2012-03-17,Phòng CV,"0,00","0,00",,2112,003 - NCSTLBMT Đồng Vông,"2112-Máy móc, thiết bị","59.557.663,00","59.557.663,00","120,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0001,A.3.KDT.9.0001 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.219,00","40.843.219,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0002,A.3.KDT.9.0002 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0003,A.3.KDT.9.0003 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0004,A.3.KDT.9.0004 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0005,A.3.KDT.9.0005 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0006,A.3.KDT.9.0006 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0007,A.3.KDT.9.0007 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0008,A.3.KDT.9.0008 - Khởi động từ phòng nổ QJB-80/660,2012-08-27,2012-08-27,Phòng CV,"0,00","0,00",,2112,009 - MRNCSKTBDV ( TANDAN),"2112-Máy móc, thiết bị","40.843.220,00","40.843.220,00","84,00","0,00","0,00","0,00","0,00","0,00"
A.3.KDT.9.0009,A.3.KDT.9.0009 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 27,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0010,A.3.KDT.9.0010 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 27,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0011,A.3.KDT.9.0011 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 17,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0012,A.3.KDT.9.0012 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0013,A.3.KDT.9.0013 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 19,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0014,A.3.KDT.9.0014 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 19,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0015,A.3.KDT.9.0015 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 9,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0016,A.3.KDT.9.0016 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0017,A.3.KDT.9.0017 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 9,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.548,00","21.884.947,00","37,00","9.931.601,00","7.883.010,88","57,00","2.048.590,12","14,00"
A.3.KDT.9.0018,A.3.KDT.9.0018 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 16,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0019,A.3.KDT.9.0019 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng Cơ điện lò 1,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0020,A.3.KDT.9.0020 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng Cơ điện lò 2,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0021,A.3.KDT.9.0021 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng Cơ điện lò 2,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0022,A.3.KDT.9.0022 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 25,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0023,A.3.KDT.9.0023 - Khởi động từ phòng nổ ( đảo chiều) Idm =80A  U=660/1140V mã hiệu QJZ-80/1140(660)N,2020-10-21,2020-10-21,Phân xưởng khai thác đào lò 25,"0,00","0,00",,2112,185 - Gói thầu số 18 thuộc dự án đầu tư phục vụ sản xuất năm 2019,"2112-Máy móc, thiết bị","31.816.549,00","21.884.947,00","37,00","9.931.602,00","7.883.011,67","57,00","2.048.590,33","14,00"
A.3.KDT.9.0024,A.3.KDT.9.0024 - Khởi động từ phòng nổ 80A; mã hiệu QJZ1-80/1140(660)N,2021-12-17,2021-12-17,Phân xưởng Cơ điện lò 2,"0,00","0,00",,2112,181 - Dự án đầu tư phục vụ sản xuất năm 2020,"2112-Máy móc, thiết bị","30.776.194,00","13.941.506,00","24,00","16.834.688,00","8.514.318,01","43,00","8.320.369,99","41,00"
A.3.KDT.9.0025,A.3.KDT.9.0025 - Khởi động từ phòng nổ 80A; mã hiệu QJZ1-80/1140(660)N,2021-12-17,2021-12-17,Phân xưởng Cơ điện lò 2,"0,00","0,00",,2112,181 - Dự án đầu tư phục vụ sản xuất năm 2020,"2112-Máy móc, thiết bị","30.776.194,00","13.941.506,00","24,00","16.834.688,00","8.514.318,01","43,00","8.320.369,99","41,00"
A.3.KDT.9.0026,A.3.KDT.9.0026 - Khởi động từ phòng nổ 80A; mã hiệu QJZ1-80/1140(660)N,2021-12-17,2021-12-17,Phân xưởng Cơ điện lò 1,"0,00","0,00",,2112,181 - Dự án đầu tư phục vụ sản xuất năm 2020,"2112-Máy móc, thiết bị","30.776.194,00","13.941.506,00","24,00","16.834.688,00","8.514.318,01","43,00","8.320.369,99","41,00"
A.3.KDT.9.0027,A.3.KDT.9.0027 - Khởi động từ phòng nổ 80A; mã hiệu QJZ1-80/1140(660)N,2021-12-17,2021-12-17,Phân xưởng khai thác đào lò 25,"0,00","0,00",,2112,181 - Dự án đầu tư phục vụ sản xuất năm 2020,"2112-Máy móc, thiết bị","30.776.194,00","13.941.506,00","24,00","16.834.688,00","8.514.318,01","43,00","8.320.369,99","41,00"
